"Vorwahl";"Ortsnetz";"10_oder_11";"Losgr";"Sum_RNB";"Stand"
"02905";"Bestwig-Ramsbeck";1011;4;252;"07.10.2008"
"0291";"Meschede";1011;10;2193;"07.10.2008"
"02921";"Soest";11;4;1026;"07.10.2008"
"02922";"Werl";11;4;680;"07.10.2008"
"02923";"Lippetal-Herzfeld";1011;3;194;"07.10.2008"
"02924";"Mîhnesee";1011;4;202;"07.10.2008"
"02925";"Warstein-Allagen";1011;3;194;"07.10.2008"
"02927";"Neuengeseke";1011;4;347;"07.10.2008"
"02928";"Soest-Ostînnen";1011;4;223;"07.10.2008"
"02931";"Arnsberg";1011;4;243;"07.10.2008"
"02932";"Neheim-HÅsten";1011;4;250;"07.10.2008"
"02933";"Sundern Sauerland";11;4;1508;"07.10.2008"
"02934";"Sundern-Altenhellefeld";1011;4;208;"07.10.2008"
"02935";"Sundern-Hachen";1011;4;290;"07.10.2008"
"02937";"Arnsberg-Oeventrop";1011;4;311;"07.10.2008"
"02938";"Ense";1011;4;201;"07.10.2008"
"02941";"Lippstadt";11;4;1080;"07.10.2008"
"02942";"Geseke";11;4;1227;"07.10.2008"
"02943";"Erwitte";1011;4;239;"07.10.2008"
"02944";"Rietberg-Mastholte";1011;4;326;"07.10.2008"
"02945";"Lippstadt-Benninghausen";1011;10;479;"07.10.2008"
"02947";"Anrîchte";1011;4;257;"07.10.2008"
"02948";"Lippstadt-Rebbeke";1011;4;276;"07.10.2008"
"02951";"BÅren";1011;3;172;"07.10.2008"
"02952";"RÅthen";1011;4;229;"07.10.2008"
"02953";"WÅnnenberg";1011;4;203;"07.10.2008"
"02954";"RÅthen-Oestereiden";1011;4;217;"07.10.2008"
"02955";"BÅren-Wewelsburg";1011;10;354;"07.10.2008"
"02957";"WÅnnenberg-Haaren";1011;4;316;"07.10.2008"
"02958";"BÅren-Harth";1011;10;367;"07.10.2008"
"02961";"Brilon";1011;3;168;"07.10.2008"
"02962";"Olsberg";11;4;1358;"07.10.2008"
"02963";"Brilon-Messinghausen";1011;4;293;"07.10.2008"
"02964";"Brilon-Alme";1011;4;294;"07.10.2008"
"02971";"Schmallenberg-Dorlar";1011;10;824;"07.10.2008"
"02972";"Schmallenberg";1011;4;261;"07.10.2008"
"02973";"Eslohe Sauerland";1011;4;285;"07.10.2008"
"02974";"Schmallenberg-Fredeburg";1011;10;361;"07.10.2008"
"02975";"Schmallenberg-Oberkirchen";1011;3;193;"07.10.2008"
"02977";"Schmallenberg-Bîdefeld";1011;10;369;"07.10.2008"
"02981";"Winterberg Westf";1011;3;182;"07.10.2008"
"02982";"Medebach";1011;4;239;"07.10.2008"
"02983";"Winterberg-Siedlinghausen";1011;4;235;"07.10.2008"
"02984";"Hallenberg";1011;3;199;"07.10.2008"
"02985";"Winterberg-Niedersfeld";1011;4;257;"07.10.2008"
"02991";"Marsberg-Bredelar";1011;3;176;"07.10.2008"
"02992";"Marsberg";1011;3;182;"07.10.2008"
"02993";"Marsberg-Canstein";1011;10;351;"07.10.2008"
"02994";"Marsberg-Westheim";1011;3;165;"07.10.2008"
"030";"Berlin";1011;50;41176;"07.10.2008"
"03221";"NTR Gruppe 1";11;10;8540;"07.10.2008"
"03222";"NTR Gruppe 2";11;50;6519;"07.10.2008"
"03301";"Oranienburg";1011;10;549;"07.10.2008"
"03302";"Hennigsdorf";1011;10;737;"07.10.2008"
"03303";"Birkenwerder";1011;10;770;"07.10.2008"
"03304";"Velten";1011;10;729;"07.10.2008"
"033051";"Nassenheide";1011;4;63;"07.10.2008"
"033052";"Leegebruch";1011;0;0;"07.10.2008"
"033053";"Zehlendorf Kr Oberhavel";1011;4;62;"07.10.2008"
"033054";"Liebenwalde";1011;4;57;"07.10.2008"
"033055";"Kremmen";11;4;419;"07.10.2008"
"033056";"MÅhlenbeck Kr Oberhavel";11;4;303;"07.10.2008"
"03306";"Gransee";1011;10;754;"07.10.2008"
"03307";"Zehdenick";1011;10;686;"07.10.2008"
"033080";"Marienthal Kr Oberhavel";1011;4;65;"07.10.2008"
"033082";"Menz Kr Oberhavel";1011;4;60;"07.10.2008"
"033083";"Schulzendorf Kr Oberhavel";1011;4;66;"07.10.2008"
"033084";"Gutengermendorf";1011;4;66;"07.10.2008"
"033085";"Seilershof";1011;4;66;"07.10.2008"
"033086";"Grieben Kr Oberhavel";1011;4;67;"07.10.2008"
"033087";"Bredereiche";1011;4;67;"07.10.2008"
"033088";"Falkenthal";1011;4;67;"07.10.2008"
"033089";"Himmelpfort";1011;4;67;"07.10.2008"
"033093";"FÅrstenberg Havel";1011;4;56;"07.10.2008"
"033094";"Lîwenberg";1011;4;58;"07.10.2008"
"0331";"Potsdam";1011;30;6662;"07.10.2008"
"033200";"Bergholz-RehbrÅcke";11;4;448;"07.10.2008"
"033201";"Gross Glienicke";1011;4;52;"07.10.2008"
"033202";"Tîplitz";1011;4;63;"07.10.2008"
"033203";"Kleinmachnow";11;4;269;"07.10.2008"
"033204";"Beelitz Mark";11;4;420;"07.10.2008"
"033205";"Michendorf";11;4;361;"07.10.2008"
"033206";"Fichtenwalde";1011;4;49;"07.10.2008"
"033207";"Gross Kreutz";1011;4;48;"07.10.2008"
"033208";"Fahrland";1011;4;44;"07.10.2008"
"033209";"Caputh";1011;4;49;"07.10.2008"
"03321";"Nauen Brandenb";1011;10;757;"07.10.2008"
"03322";"Falkensee";1011;10;599;"07.10.2008"
"033230";"Bîrnicke Kr Havelland";1011;4;61;"07.10.2008"
"033231";"Pausin";1011;4;60;"07.10.2008"
"033232";"Brieselang";11;4;500;"07.10.2008"
"033233";"Ketzin";1011;4;42;"07.10.2008"
"033234";"Wustermark";1011;4;42;"07.10.2008"
"033235";"Friesack";1011;4;52;"07.10.2008"
"033237";"Paulinenaue";1011;4;62;"07.10.2008"
"033238";"Senzke";1011;4;67;"07.10.2008"
"033239";"Gross Behnitz";1011;4;66;"07.10.2008"
"03327";"Werder Havel";1011;10;657;"07.10.2008"
"03328";"Teltow";1011;10;706;"07.10.2008"
"03329";"Stahnsdorf";1011;10;781;"07.10.2008"
"03331";"AngermÅnde";1011;10;738;"07.10.2008"
"03332";"Schwedt/Oder";1011;10;671;"07.10.2008"
"033331";"Casekow";1011;4;61;"07.10.2008"
"033332";"Gartz Oder";11;4;143;"07.10.2008"
"033333";"Tantow";1011;3;40;"07.10.2008"
"033334";"Greiffenberg";11;4;203;"07.10.2008"
"033335";"Pinnow Kr Uckermark";1011;4;52;"07.10.2008"
"033336";"Passow Kr Uckermark";1011;4;63;"07.10.2008"
"033337";"AltkÅnkendorf";1011;4;51;"07.10.2008"
"033338";"Stolpe/Oder";1011;3;39;"07.10.2008"
"03334";"Eberswalde";1011;10;541;"07.10.2008"
"03335";"Finowfurt";1011;10;602;"07.10.2008"
"033361";"Joachimsthal";11;4;236;"07.10.2008"
"033362";"Liepe Kr Barnim";1011;4;45;"07.10.2008"
"033363";"Altenhof Kr Barnim";1011;4;42;"07.10.2008"
"033364";"Gross Ziethen Kr Barnim";1011;4;44;"07.10.2008"
"033365";"LÅdersdorf Kr Barnim";1011;3;40;"07.10.2008"
"033366";"Chorin";1011;4;44;"07.10.2008"
"033367";"Friedrichswalde Brandenb";1011;4;47;"07.10.2008"
"033368";"Hohensaaten";1011;4;46;"07.10.2008"
"033369";"Oderberg";11;4;113;"07.10.2008"
"03337";"Biesenthal Brandenb";1011;10;646;"07.10.2008"
"03338";"Bernau Brandenb";1011;4;349;"07.10.2008"
"033393";"Gross Schînebeck Kr Barnim";11;4;240;"07.10.2008"
"033394";"Blumberg Kr Barnim";1011;4;41;"07.10.2008"
"033395";"Zerpenschleuse";1011;3;36;"07.10.2008"
"033396";"Klosterfelde";11;4;92;"07.10.2008"
"033397";"Wandlitz";11;4;326;"07.10.2008"
"033398";"Werneuchen";11;4;438;"07.10.2008"
"03341";"Strausberg";1011;10;663;"07.10.2008"
"03342";"Neuenhagen b Berlin";1011;10;535;"07.10.2008"
"033432";"MÅncheberg";11;4;133;"07.10.2008"
"033433";"Buckow MÑrk Schweiz";11;4;188;"07.10.2008"
"033434";"Herzfelde b Strausberg";1011;4;44;"07.10.2008"
"033435";"Rehfelde";11;4;159;"07.10.2008"
"033436";"Prîtzel";1011;4;52;"07.10.2008"
"033437";"Reichenberg b Strausberg";1011;4;52;"07.10.2008"
"033438";"Altlandsberg";1011;4;49;"07.10.2008"
"033439";"Fredersdorf-Vogelsdorf";11;4;208;"07.10.2008"
"03344";"Bad Freienwalde";1011;10;546;"07.10.2008"
"033451";"Heckelberg";11;4;337;"07.10.2008"
"033452";"Neulewin";1011;4;47;"07.10.2008"
"033454";"Wîlsickendorf/Wollenberg";1011;4;51;"07.10.2008"
"033456";"Wriezen";11;4;274;"07.10.2008"
"033457";"Altreetz";1011;3;38;"07.10.2008"
"033458";"Falkenberg Mark";1011;4;47;"07.10.2008"
"03346";"Seelow";1011;10;505;"07.10.2008"
"033470";"Lietzen";1011;4;51;"07.10.2008"
"033472";"Golzow b Seelow";11;4;317;"07.10.2008"
"033473";"Zechin";1011;4;48;"07.10.2008"
"033474";"Neutrebbin";1011;3;38;"07.10.2008"
"033475";"Letschin";1011;3;39;"07.10.2008"
"033476";"Neuhardenberg";11;4;317;"07.10.2008"
"033477";"Trebnitz b MÅncheberg";1011;4;41;"07.10.2008"
"033478";"Gross Neuendorf";1011;4;41;"07.10.2008"
"033479";"KÅstrin-Kietz";1011;4;45;"07.10.2008"
"0335";"Frankfurt (Oder)";1011;30;7203;"07.10.2008"
"033601";"Podelzig";1011;3;37;"07.10.2008"
"033602";"Alt Zeschdorf";11;4;339;"07.10.2008"
"033603";"Falkenhagen b Seelow";1011;4;45;"07.10.2008"
"033604";"Lebus";11;4;308;"07.10.2008"
"033605";"Boossen";1011;4;42;"07.10.2008"
"033606";"MÅllrose";11;4;154;"07.10.2008"
"033607";"Briesen Mark";11;4;290;"07.10.2008"
"033608";"Jacobsdorf Mark";1011;4;43;"07.10.2008"
"033609";"Brieskow-Finkenheerd";11;4;298;"07.10.2008"
"03361";"FÅrstenwalde Spree";1011;10;443;"07.10.2008"
"03362";"Erkner";1011;4;340;"07.10.2008"
"033631";"Bad Saarow-Pieskow";11;4;204;"07.10.2008"
"033632";"Hangelsberg";11;4;250;"07.10.2008"
"033633";"Spreenhagen";11;4;188;"07.10.2008"
"033634";"BerkenbrÅck Kr Oder-Spree";1011;3;36;"07.10.2008"
"033635";"Arensdorf Kr Oder-Spree";1011;4;51;"07.10.2008"
"033636";"Steinhîfel Kr Oder-Spree";1011;4;57;"07.10.2008"
"033637";"Beerfelde";1011;4;52;"07.10.2008"
"033638";"RÅdersdorf b Berlin";11;4;150;"07.10.2008"
"03364";"EisenhÅttenstadt";1011;10;568;"07.10.2008"
"033652";"Neuzelle";11;4;204;"07.10.2008"
"033653";"Ziltendorf";1011;3;39;"07.10.2008"
"033654";"FÅnfeichen";11;4;349;"07.10.2008"
"033655";"Grunow Kr Oder-Spree";11;4;279;"07.10.2008"
"033656";"Bahro";1011;4;52;"07.10.2008"
"033657";"Steinsdorf Brandenb";1011;4;46;"07.10.2008"
"03366";"Beeskow";1011;10;721;"07.10.2008"
"033671";"Lieberose";1011;4;56;"07.10.2008"
"033672";"Pfaffendorf b Beeskow";1011;3;39;"07.10.2008"
"033673";"Weichensdorf";1011;4;48;"07.10.2008"
"033674";"Trebatsch";1011;4;48;"07.10.2008"
"033675";"Tauche";1011;4;43;"07.10.2008"
"033676";"Friedland b Beeskow";11;4;349;"07.10.2008"
"033677";"Glienicke b Beeskow";11;4;357;"07.10.2008"
"033678";"Storkow Mark";1011;4;49;"07.10.2008"
"033679";"Wendisch Rietz";1011;4;42;"07.10.2008"
"033701";"Grossbeeren";11;4;363;"07.10.2008"
"033702";"WÅnsdorf";1011;4;53;"07.10.2008"
"033703";"Sperenberg";1011;4;52;"07.10.2008"
"033704";"Baruth Mark";1011;4;58;"07.10.2008"
"033708";"Rangsdorf";11;4;256;"07.10.2008"
"03371";"Luckenwalde";1011;10;776;"07.10.2008"
"03372";"JÅterbog";1011;10;803;"07.10.2008"
"033731";"Trebbin";11;4;389;"07.10.2008"
"033732";"Hennickendorf b Luckenwalde";1011;4;66;"07.10.2008"
"033733";"StÅlpe";1011;4;67;"07.10.2008"
"033734";"Felgentreu";1011;4;67;"07.10.2008"
"033741";"Niedergîrsdorf";1011;4;64;"07.10.2008"
"033742";"Oehna Brandenb";1011;4;67;"07.10.2008"
"033743";"Blînsdorf";1011;4;67;"07.10.2008"
"033744";"Hohenseefeld";1011;4;65;"07.10.2008"
"033745";"Petkus";1011;4;67;"07.10.2008"
"033746";"Werbig b JÅterbog";1011;4;65;"07.10.2008"
"033747";"Marzahna";1011;4;66;"07.10.2008"
"033748";"Treuenbrietzen";1011;4;53;"07.10.2008"
"03375";"Kînigs Wusterhausen";1011;10;684;"07.10.2008"
"033760";"MÅnchehofe Kr Dahme-Spreewald";1011;4;66;"07.10.2008"
"033762";"Zeuthen";11;4;192;"07.10.2008"
"033763";"Bestensee";1011;4;50;"07.10.2008"
"033764";"Mittenwalde Mark";11;4;417;"07.10.2008"
"033765";"MÑrkisch Buchholz";1011;4;59;"07.10.2008"
"033766";"Teupitz";1011;4;58;"07.10.2008"
"033767";"Friedersdorf b Berlin";1011;4;59;"07.10.2008"
"033768";"Prieros";1011;4;59;"07.10.2008"
"033769";"Tîpchin";1011;4;57;"07.10.2008"
"03377";"Zossen Brandenb";1011;10;796;"07.10.2008"
"03378";"Ludwigsfelde";1011;10;735;"07.10.2008"
"03379";"Mahlow";1011;10;706;"07.10.2008"
"03381";"Brandenburg an der Havel";1011;10;523;"07.10.2008"
"03382";"Lehnin";1011;10;430;"07.10.2008"
"033830";"Ziesar";11;4;298;"07.10.2008"
"033831";"Weseram";1011;4;67;"07.10.2008"
"033832";"RogÑsen";1011;4;66;"07.10.2008"
"033833";"Wollin b Brandenburg";1011;4;60;"07.10.2008"
"033834";"Pritzerbe";1011;4;65;"07.10.2008"
"033835";"Golzow b Brandenburg";11;4;450;"07.10.2008"
"033836";"Butzow b Brandenburg";1011;4;62;"07.10.2008"
"033837";"Brielow";1011;4;66;"07.10.2008"
"033838";"PÑwesin";1011;4;67;"07.10.2008"
"033839";"Wusterwitz";11;4;337;"07.10.2008"
"033841";"Belzig";11;4;293;"07.10.2008"
"033843";"Niemegk";1011;4;50;"07.10.2008"
"033844";"BrÅck Brandenb";11;4;238;"07.10.2008"
"033845";"Borkheide";1011;4;59;"07.10.2008"
"033846";"Dippmannsdorf";1011;4;64;"07.10.2008"
"033847";"Gîrzke";1011;4;65;"07.10.2008"
"033848";"Raben";1011;4;67;"07.10.2008"
"033849";"Wiesenburg Mark";1011;4;58;"07.10.2008"
"03385";"Rathenow";1011;10;759;"07.10.2008"
"03386";"Premnitz";1011;10;817;"07.10.2008"
"033870";"Zollchow b Rathenow";1011;4;67;"07.10.2008"
"033872";"Hohennauen";1011;4;66;"07.10.2008"
"033873";"Grosswudicke";1011;4;68;"07.10.2008"
"033874";"Stechow Brandenb";1011;4;66;"07.10.2008"
"033875";"Rhinow";1011;4;62;"07.10.2008"
"033876";"Buschow";1011;4;66;"07.10.2008"
"033877";"Nitzahn";1011;4;67;"07.10.2008"
"033878";"Nennhausen";1011;4;66;"07.10.2008"
"03391";"Neuruppin";1011;10;417;"07.10.2008"
"033920";"Walsleben b Neuruppin";1011;4;63;"07.10.2008"
"033921";"ZechlinerhÅtte";1011;4;64;"07.10.2008"
"033922";"Karwesee";1011;4;63;"07.10.2008"
"033923";"Flecken Zechlin";1011;4;64;"07.10.2008"
"033924";"RÑgelin";1011;4;66;"07.10.2008"
"033925";"Wustrau-Altfriesack";1011;4;64;"07.10.2008"
"033926";"Herzberg Mark";1011;4;67;"07.10.2008"
"033927";"Linum";1011;0;0;"07.10.2008"
"033928";"Wildberg Brandenb";1011;4;65;"07.10.2008"
"033929";"GÅhlen-Glienicke";1011;4;66;"07.10.2008"
"033931";"Rheinsberg Mark";1011;4;42;"07.10.2008"
"033932";"Fehrbellin";1011;4;58;"07.10.2008"
"033933";"Lindow Mark";1011;4;60;"07.10.2008"
"03394";"Wittstock Dosse";1011;10;804;"07.10.2008"
"03395";"Pritzwalk";1011;10;806;"07.10.2008"
"033962";"Heiligengrabe";1011;4;60;"07.10.2008"
"033963";"Wulfersdorf b Wittstock";1011;4;68;"07.10.2008"
"033964";"Fretzdorf";1011;4;66;"07.10.2008"
"033965";"Herzsprung b Wittstock";1011;4;66;"07.10.2008"
"033966";"Dranse";1011;4;65;"07.10.2008"
"033967";"Freyenstein";1011;4;66;"07.10.2008"
"033968";"Meyenburg Kr Prignitz";1011;4;61;"07.10.2008"
"033969";"Stepenitz";1011;4;66;"07.10.2008"
"033970";"Neustadt Dosse";1011;4;53;"07.10.2008"
"033971";"Kyritz Brandenb";11;4;390;"07.10.2008"
"033972";"Breddin";1011;4;65;"07.10.2008"
"033973";"Zernitz b Neustadt Dosse";1011;4;65;"07.10.2008"
"033974";"Dessow";1011;4;64;"07.10.2008"
"033975";"Dannenwalde Kr Prignitz";1011;4;66;"07.10.2008"
"033976";"Wutike";1011;4;65;"07.10.2008"
"033977";"Gumtow";1011;4;65;"07.10.2008"
"033978";"Segeletz";1011;4;67;"07.10.2008"
"033979";"Wusterhausen Dosse";1011;4;58;"07.10.2008"
"033981";"Putlitz";1011;4;64;"07.10.2008"
"033982";"Hoppenrade Kr Prignitz";1011;4;66;"07.10.2008"
"033983";"Gross Pankow Kr Prignitz";1011;4;64;"07.10.2008"
"033984";"Blumenthal b Pritzwalk";1011;4;63;"07.10.2008"
"033986";"Falkenhagen Kr Prignitz";1011;4;61;"07.10.2008"
"033989";"Sadenbeck";1011;4;66;"07.10.2008"
"0340";"Dessau Anh";1011;30;8023;"07.10.2008"
"0341";"Leipzig";1011;30;5883;"07.10.2008"
"034202";"Delitzsch";11;4;205;"07.10.2008"
"034203";"Zwenkau";11;4;366;"07.10.2008"
"034204";"Schkeuditz";11;4;259;"07.10.2008"
"034205";"MarkranstÑdt";11;4;289;"07.10.2008"
"034206";"Rîtha";11;4;365;"07.10.2008"
"034207";"Zwochau";1011;3;38;"07.10.2008"
"034208";"Lîbnitz b Delitzsch";1011;4;60;"07.10.2008"
"03421";"Torgau";1011;10;770;"07.10.2008"
"034221";"Schildau Gneisenaustadt";1011;4;61;"07.10.2008"
"034222";"Arzberg b Torgau";1011;4;62;"07.10.2008"
"034223";"Dommitzsch";1011;4;58;"07.10.2008"
"034224";"Belgern Sachs";1011;4;59;"07.10.2008"
"03423";"Eilenburg";1011;10;777;"07.10.2008"
"034241";"Jesewitz";1011;4;61;"07.10.2008"
"034242";"Hohenpriessnitz";1011;4;65;"07.10.2008"
"034243";"Bad DÅben";11;4;399;"07.10.2008"
"034244";"Mockrehna";1011;4;58;"07.10.2008"
"03425";"Wurzen";1011;10;770;"07.10.2008"
"034261";"KÅhren b Wurzen";1011;4;63;"07.10.2008"
"034262";"Falkenhain b Wurzen";1011;4;61;"07.10.2008"
"034263";"Hohburg";1011;4;61;"07.10.2008"
"034291";"Borsdorf";11;4;389;"07.10.2008"
"034292";"Brandis b Wurzen";11;4;366;"07.10.2008"
"034293";"Naunhof b Grimma";11;4;419;"07.10.2008"
"034294";"Rackwitz";1011;4;55;"07.10.2008"
"034295";"Krensitz";1011;4;58;"07.10.2008"
"034296";"Groitzsch b Pegau";11;4;408;"07.10.2008"
"034297";"Liebertwolkwitz";11;4;296;"07.10.2008"
"034298";"Taucha b Leipzig";11;4;259;"07.10.2008"
"034299";"Gaschwitz";1011;4;51;"07.10.2008"
"03431";"Dîbeln";1011;10;741;"07.10.2008"
"034321";"Leisnig";11;4;380;"07.10.2008"
"034322";"Rosswein";1011;4;42;"07.10.2008"
"034324";"Ostrau Sachs";1011;4;54;"07.10.2008"
"034325";"Mochau-LÅttewitz";1011;4;63;"07.10.2008"
"034327";"Waldheim Sachs";11;4;419;"07.10.2008"
"034328";"Hartha b Dîbeln";1011;4;44;"07.10.2008"
"03433";"Borna Stadt";1011;10;751;"07.10.2008"
"034341";"Geithain";1011;4;47;"07.10.2008"
"034342";"Neukieritzsch";1011;4;45;"07.10.2008"
"034343";"Regis-Breitingen";1011;4;53;"07.10.2008"
"034344";"Kohren-Sahlis";1011;4;59;"07.10.2008"
"034345";"Bad Lausick";1011;4;41;"07.10.2008"
"034346";"Narsdorf";1011;4;62;"07.10.2008"
"034347";"Oelzschau  b Borna";1011;4;60;"07.10.2008"
"034348";"Frohburg";1011;4;52;"07.10.2008"
"03435";"Oschatz";1011;10;768;"07.10.2008"
"034361";"Dahlen Sachs";1011;4;46;"07.10.2008"
"034362";"MÅgeln b Oschatz";1011;4;54;"07.10.2008"
"034363";"Cavertitz";1011;4;62;"07.10.2008"
"034364";"Wermsdorf";1011;4;53;"07.10.2008"
"03437";"Grimma";1011;10;765;"07.10.2008"
"034381";"Colditz";11;4;450;"07.10.2008"
"034382";"Nerchau";1011;4;59;"07.10.2008"
"034383";"Trebsen Mulde";1011;4;54;"07.10.2008"
"034384";"Grossbothen";1011;4;59;"07.10.2008"
"034385";"Mutzschen";1011;4;60;"07.10.2008"
"034386";"DÅrrweitzschen b Grimma";1011;4;58;"07.10.2008"
"03441";"Zeitz";1011;10;705;"07.10.2008"
"034422";"Osterfeld";1011;4;57;"07.10.2008"
"034423";"Heuckewalde";1011;4;63;"07.10.2008"
"034424";"Reuden b Zeitz";1011;4;57;"07.10.2008"
"034425";"Droyssig";1011;4;59;"07.10.2008"
"034426";"Kayna";1011;4;64;"07.10.2008"
"03443";"Weissenfels Sachs-Anh";1011;10;725;"07.10.2008"
"034441";"Hohenmîlsen";11;4;365;"07.10.2008"
"034443";"Teuchern";1011;4;54;"07.10.2008"
"034444";"LÅtzen";1011;4;54;"07.10.2008"
"034445";"Stî·en";1011;4;60;"07.10.2008"
"034446";"Grosskorbetha";1011;4;61;"07.10.2008"
"03445";"Naumburg Saale";1011;10;737;"07.10.2008"
"034461";"Nebra Unstrut";1011;4;41;"07.10.2008"
"034462";"Laucha Unstrut";1011;4;65;"07.10.2008"
"034463";"Bad Kîsen";1011;4;49;"07.10.2008"
"034464";"Freyburg Unstrut";1011;4;52;"07.10.2008"
"034465";"Bad Bibra";1011;4;54;"07.10.2008"
"034466";"Janisroda";1011;4;64;"07.10.2008"
"034467";"Eckartsberga";1011;4;59;"07.10.2008"
"03447";"Altenburg ThÅr";1011;10;596;"07.10.2008"
"03448";"Meuselwitz ThÅr";1011;10;623;"07.10.2008"
"034491";"Schmîlln ThÅr";11;4;305;"07.10.2008"
"034492";"Lucka";1011;4;57;"07.10.2008"
"034493";"Gî·nitz ThÅr";1011;4;58;"07.10.2008"
"034494";"Ehrenhain";1011;4;62;"07.10.2008"
"034495";"Dobitschen";1011;4;59;"07.10.2008"
"034496";"Nîbdenitz";1011;4;63;"07.10.2008"
"034497";"Langenleuba-Niederhain";1011;4;63;"07.10.2008"
"034498";"Rositz";1011;4;56;"07.10.2008"
"0345";"Halle Saale";1011;30;7314;"07.10.2008"
"034600";"Ostrau Saalkreis";1011;4;65;"07.10.2008"
"034601";"Teutschenthal";1011;4;42;"07.10.2008"
"034602";"Landsberg Sachs-Anh";11;4;312;"07.10.2008"
"034603";"Nauendorf Sachs-Anh";1011;4;51;"07.10.2008"
"034604";"Niemberg";1011;4;58;"07.10.2008"
"034605";"Grîbers";11;4;414;"07.10.2008"
"034606";"Teicha Sachs-Anh";1011;4;56;"07.10.2008"
"034607";"Wettin";1011;4;62;"07.10.2008"
"034609";"SalzmÅnde";1011;4;53;"07.10.2008"
"03461";"Merseburg Saale";1011;10;617;"07.10.2008"
"03462";"Bad DÅrrenberg";1011;10;715;"07.10.2008"
"034632";"MÅcheln Geiseltal";1011;4;51;"07.10.2008"
"034633";"Braunsbedra";1011;4;50;"07.10.2008"
"034635";"Bad LauchstÑdt";1011;4;52;"07.10.2008"
"034636";"SchafstÑdt";1011;4;59;"07.10.2008"
"034637";"Frankleben";1011;4;64;"07.10.2008"
"034638";"Zîschen";1011;4;43;"07.10.2008"
"034639";"Wallendorf Luppe";1011;4;64;"07.10.2008"
"03464";"Sangerhausen";1011;10;731;"07.10.2008"
"034651";"Rossla";11;4;286;"07.10.2008"
"034652";"Allstedt";11;4;111;"07.10.2008"
"034653";"Rottleberode";11;4;276;"07.10.2008"
"034654";"Stolberg Harz";11;4;122;"07.10.2008"
"034656";"Wallhausen Sachs-Anh";1011;4;56;"07.10.2008"
"034658";"Hayn Harz";1011;4;65;"07.10.2008"
"034659";"Blankenheim b Sangerhausen";1011;4;64;"07.10.2008"
"03466";"Artern Unstrut";1011;10;805;"07.10.2008"
"034671";"Bad Frankenhausen KyffhÑuser";11;4;390;"07.10.2008"
"034672";"Rossleben";11;4;400;"07.10.2008"
"034673";"Heldrungen";1011;4;50;"07.10.2008"
"034691";"Kînnern";1011;4;50;"07.10.2008"
"034692";"Alsleben Saale";1011;4;58;"07.10.2008"
"03471";"Bernburg Saale";1011;10;727;"07.10.2008"
"034721";"Nienburg Saale";1011;4;57;"07.10.2008"
"034722";"Preusslitz";1011;4;63;"07.10.2008"
"03473";"Aschersleben Sachs-Anh";1011;10;392;"07.10.2008"
"034741";"Frose";11;4;173;"07.10.2008"
"034742";"Sylda";11;4;337;"07.10.2008"
"034743";"Ermsleben";11;4;196;"07.10.2008"
"034745";"Winningen Sachs-Anh";11;4;380;"07.10.2008"
"034746";"Giersleben";1011;4;44;"07.10.2008"
"03475";"Lutherstadt Eisleben";1011;10;747;"07.10.2008"
"03476";"Hettstedt Sachs-Anh";1011;10;785;"07.10.2008"
"034771";"Querfurt";11;4;396;"07.10.2008"
"034772";"Helbra";1011;3;38;"07.10.2008"
"034773";"Schwittersdorf";1011;4;62;"07.10.2008"
"034774";"Rîblingen am See";1011;4;51;"07.10.2008"
"034775";"Wippra";1011;4;60;"07.10.2008"
"034776";"Rothenschirmbach";1011;4;60;"07.10.2008"
"034779";"Abberode";1011;4;67;"07.10.2008"
"034781";"Greifenhagen";1011;4;66;"07.10.2008"
"034782";"Mansfeld SÅdharz";1011;4;59;"07.10.2008"
"034783";"Gerbstedt";1011;4;59;"07.10.2008"
"034785";"Sandersleben";1011;4;62;"07.10.2008"
"034901";"Ro·lau Elbe";11;4;361;"07.10.2008"
"034903";"Coswig Anhalt";11;4;410;"07.10.2008"
"034904";"Oranienbaum";1011;4;55;"07.10.2008"
"034905";"Wîrlitz";1011;4;55;"07.10.2008"
"034906";"Raguhn";1011;4;56;"07.10.2008"
"034907";"Jeber-Bergfrieden";1011;4;63;"07.10.2008"
"034909";"Aken Elbe";1011;4;49;"07.10.2008"
"03491";"Lutherstadt Wittenberg";1011;10;637;"07.10.2008"
"034920";"KropstÑdt";1011;4;62;"07.10.2008"
"034921";"Kemberg";1011;4;57;"07.10.2008"
"034922";"MÅhlanger";1011;4;60;"07.10.2008"
"034923";"Cobbelsdorf";1011;4;65;"07.10.2008"
"034924";"Zahna";1011;4;60;"07.10.2008"
"034925";"Bad Schmiedeberg";1011;4;47;"07.10.2008"
"034926";"Pretzsch Elbe";1011;4;63;"07.10.2008"
"034927";"Globig-Bleddin";1011;4;64;"07.10.2008"
"034928";"Seegrehna";1011;4;64;"07.10.2008"
"034929";"Straach";1011;4;63;"07.10.2008"
"03493";"Bitterfeld";1011;10;436;"07.10.2008"
"03494";"Wolfen";1011;10;544;"07.10.2008"
"034953";"GrÑfenhainichen";11;4;389;"07.10.2008"
"034954";"Roitzsch b Bitterfeld";11;4;370;"07.10.2008"
"034955";"Gossa";1011;4;58;"07.10.2008"
"034956";"Zîrbig";11;4;440;"07.10.2008"
"03496";"Kîthen Anhalt";1011;10;719;"07.10.2008"
